acceptability,affectedness,answer,comprehension,hasQuestion,id,live_row,offline,practice,question,response,sentence,subject_nr,type,catalan,latin
0,no,0,0,0,13,90,no,no,0,"[0.7354576587677002, 0.25464367866516113, 0.24626922607421875, 0.2710239887237549, 0.22936224937438965, 0.25456666946411133, 0.22823810577392578, 0.30042529106140137, 0.2901725769042969, 0.24991822242736816, 0.24352192878723145]",Martina atropelló a la anciana en el aparcamiento en pocos minutos.,17,0,0,0
0,no,0,0,0,29,91,no,no,0,"[0.4964911937713623, 0.2727382183074951, 0.2522010803222656, 0.2760326862335205, 0.27735424041748047, 0.2848927974700928, 0.2734408378601074, 0.3021860122680664, 0.27341151237487793, 0.3636813163757324]",Alfonso miró la granjera en la colina durante dos horas.,17,3,0,0
0,no,0,0,0,100,92,no,no,0,"[0.4872322082519531, 0.2635838985443115, 0.30811119079589844, 0.277803897857666, 0.29253697395324707, 0.27331089973449707, 0.28148388862609863, 0.2993030548095703, 0.31874942779541016, 0.35123181343078613]",Estuvieron caminando a la orilla del mar toda la tarde.,17,1,0,0
0,no,SI,A,1,9,93,no,no,Había fuego en la plaza.,"[0.4983222484588623, 0.33379554748535156, 0.30710268020629883, 0.2763946056365967, 0.2972137928009033, 0.28107762336730957, 0.3002786636352539, 0.29309988021850586, 0.28971028327941895, 0.3159604072570801]",Carlos quemó una bruja en la plaza en pocos minutos.,17,4,0,0
0,no,0,0,0,23,94,no,no,0,"[0.42718005180358887, 0.2936861515045166, 0.2295997142791748, 0.30386996269226074, 0.32376742362976074, 0.2972557544708252, 0.7499029636383057, 0.4089362621307373, 0.279254674911499, 0.36585211753845215]",Daniel remolcó la enferma en la calle durante algunos minutos.,17,3,0,0
0,no,SI,A,1,100,95,no,no,El gato está sobre la manta cerca del sofá.,"[0.4415266513824463, 0.3145601749420166, 0.2952709197998047, 0.27483606338500977, 0.3422410488128662, 0.3005075454711914, 0.2637288570404053, 0.417478084564209, 0.2776498794555664, 0.30022168159484863]",El gato duerme tranquilo sobre la manta cerca del sofá.,17,2,0,0
0,no,0,0,0,100,96,no,no,0,"[0.48174357414245605, 0.2949395179748535, 0.2910313606262207, 0.25919532775878906, 0.2789947986602783, 0.2815062999725342, 0.2636373043060303, 0.2887578010559082, 0.3198978900909424, 0.4455420970916748, 0.5695106983184814]",Mi hermano vendió su coche a un amigo de la universidad.,17,0,0,0
0,no,NO,E,1,100,97,no,no,El autobus llegó puntual.,"[0.34528613090515137, 0.28444647789001465, 0.28957605361938477, 0.295306921005249, 0.24680876731872559, 0.27016711235046387, 0.32601404190063477, 0.2568955421447754, 0.24547028541564941, 0.48859715461730957, 0.4574565887451172]",El autobús llegó con retraso a la parada equivocada del centro.,17,1,0,0
0,no,SI,A,1,37,98,no,no,Isabel miraba por la ventana.,"[0.49216318130493164, 0.2718956470489502, 0.25281405448913574, 0.3064131736755371, 0.2825660705566406, 0.27473974227905273, 0.27210283279418945, 0.2652721405029297, 0.2546420097351074, 0.3184490203857422, 0.3342101573944092]",Isabel vió a la tormenta desde su ventana durante una mañana.,17,2,0,0
0,no,0,0,0,100,99,no,no,0,"[0.3573629856109619, 0.23167204856872559, 0.22938990592956543, 0.21134352684020996, 0.2922961711883545, 0.2502708435058594, 0.2821810245513916, 0.2729954719543457, 0.2759737968444824, 0.28513407707214355]",Isabel enseñó la receta a su prima en la cocina.,17,0,0,0
0,no,0,0,0,100,100,no,no,0,"[0.3358767032623291, 0.26625514030456543, 0.2800595760345459, 0.27616310119628906, 0.25850677490234375, 0.23866558074951172, 0.23224663734436035, 0.2407691478729248, 0.24683237075805664, 0.3197648525238037]",El anciano hablaba a solas consigo mismo en el jardín.,17,1,0,0
0,no,0,0,0,100,101,no,no,0,"[0.3996093273162842, 0.2740170955657959, 0.25092458724975586, 0.2391357421875, 0.27707982063293457, 0.29082393646240234, 0.28247690200805664, 0.4437427520751953, 0.40504908561706543, 0.47841691970825195]",El mensajero entregó el paquete a Marta en su casa.,17,0,0,0
0,no,0,0,0,47,102,no,no,0,"[0.3869009017944336, 0.27986979484558105, 0.26423001289367676, 0.29738759994506836, 0.3742227554321289, 0.2839803695678711, 0.7353136539459229, 0.4158649444580078, 0.3366360664367676, 0.37166619300842285, 0.43409132957458496]",Marta descartó a la sospecha en la selección en un día.,17,2,0,0
0,no,NO,E,1,100,103,no,no,El coche era azul.,"[0.36513423919677734, 0.2922976016998291, 0.27342724800109863, 0.29232001304626465, 0.28584814071655273, 0.28419923782348633, 0.3003077507019043, 0.2882399559020996, 0.29816102981567383, 0.5289506912231445]",El coche rojo aparcó frente a la casa de Marta.,17,2,0,0
0,no,0,0,0,21,104,no,no,0,"[0.4803779125213623, 0.2508969306945801, 0.23082566261291504, 0.32547903060913086, 0.28835034370422363, 0.3033299446105957, 0.3699216842651367, 0.31930041313171387, 0.2763519287109375, 0.32031702995300293, 0.3555126190185547]",Hugo apaleó a la rebelde en la calle durante varios minutos.,17,0,0,0
0,no,0,0,0,17,105,no,no,0,"[0.4587826728820801, 0.33788180351257324, 0.3118467330932617, 0.349637508392334, 0.29056549072265625, 0.30515074729919434, 0.3432185649871826, 0.2968637943267822, 0.34363746643066406, 0.2845010757446289]",Luis zarandeó la muñeca en la casa durante algunos minutos.,17,5,0,0
4,no,0,0,0,100,0,yes,yes,0,0,La conferencia empezará con puntualidad a las diez y media.,17,1,0,0
4,no,0,0,0,100,1,yes,yes,0,0,Los niños corrieron a la plaza con sus amigos.,17,1,0,0
4,no,0,0,0,100,2,yes,yes,0,0,El ladrón escapó a toda prisa por la puerta trasera.,17,1,0,0
4,no,NO,0,1,100,3,yes,yes,Llegaron a la universidad cuando ya estaba cerrada.,0,Los estudiantes llegaron a la universidad antes de que cerrara.,17,1,0,0
4,no,0,0,0,19,0,yes,no,0,0,Lucas arrastró a la víctima en la calle por un tiempo.,17,0,0,0
2,no,SI,0,1,3,1,yes,no,Lo que Pedro hizo fue un secuestro.,0,Pablo secuestró a una turista en el aeropuerto durante una hora.,17,1,0,0
1,no,0,0,0,47,2,yes,no,0,0,Marta descartó a una aspirante en la selección en un día.,17,1,0,0
4,no,0,0,0,48,3,yes,no,0,0,Samuel descubrió la tabla en el museo en pocas horas.,17,5,0,0
0,no,0,0,0,38,4,yes,no,0,0,Unai amó la jovencita en su pueblo durante varios años.,17,3,0,0
1,no,NO,0,1,25,5,yes,no,Pedro observó durante unos minutos.,0,Pedro observó una secretaria en la oficina durante una hora.,17,4,0,0
1,no,0,0,0,11,6,yes,no,0,0,Valeria neutralizó la criminal en la frontera en cinco minutos.,17,3,0,0
1,no,NO,0,1,6,7,yes,no,El beso tuvo lugar en un museo.,0,Francisco besó la novia en la iglesia durante unos segundos.,17,3,0,0
0,no,NO,0,1,34,8,yes,no,Carmen vio una representación teatral.,0,Carmen odió a la música en el cine durante la película.,17,2,0,0
3,no,0,0,0,4,9,yes,no,0,0,Jorge arrolló una ciclista en la calle en un segundo.,17,4,0,0
4,no,SI,0,1,0,10,yes,no,La acción tuvo lugar en la calle.,0,Juan golpeó a una actriz en la calle en diez segundos.,17,1,0,0
0,no,SI,0,1,32,11,yes,no,Martin estaba en el hospital.,0,Martín buscó a la escalera en el hospital durante dos horas.,17,2,0,0
3,no,SI,0,1,27,12,yes,no,Felipe es presentador de teatro.,0,Felipe anunció una cantante en el escenario en cinco minutos.,17,4,0,0
4,no,NO,0,1,46,13,yes,no,Alejandro estaba en el centro comercial.,0,Alejandro identificó la amenaza en el aeropuerto en dos horas.,17,5,0,0
3,no,NO,0,1,16,14,yes,no,La guerra duró más de dos años.,0,Valentina venció una adversaria en la guerra en dos años.,17,4,0,0
3,no,SI,0,1,28,15,yes,no,Anna estaba en la escuela.,0,Anna comprendió la maestra en la escuela en dos minutos.,17,3,0,0
1,no,0,0,0,44,16,yes,no,0,0,Martín detectó a la enfermedad en el hospital en dos minutos.,17,2,0,0
0,no,0,0,0,5,17,yes,no,0,0,Manuel abrazó una señora en el parque en pocos instantes.,17,4,0,0
1,no,0,0,0,29,18,yes,no,0,0,Alfonso miró una granjera en la colina durante dos horas.,17,4,0,0
2,no,0,0,0,35,19,yes,no,0,0,Carlos vigiló la operación en la habitación durante unas horas.,17,5,0,0
1,no,0,0,0,7,20,yes,no,0,0,Tomás empujó a la silla a la puerta en pocos segundos.,17,2,0,0
2,no,0,0,0,13,21,yes,no,0,0,Martina atropelló la anciana en el aparcamiento en pocos minutos.,17,3,0,0
4,no,SI,0,1,37,22,yes,no,Isabel miraba por la ventana.,0,Isabel vió a la estudiante desde su ventana durante una mañana.,17,0,0,0
4,no,0,0,0,40,23,yes,no,0,0,Adrián percibió la sombra detrás de él durante algunos minutos.,17,5,0,0
0,no,NO,0,1,18,24,yes,no,María iba en bicicleta.,0,María transportó la mochilera en la furgoneta durante un día.,17,3,0,0
1,no,NO,0,1,2,25,yes,no,La acción tuvo lugar en el parque.,0,Simón pateó una jugadora en la cancha en un instante.,17,4,0,0
4,no,SI,0,1,41,26,yes,no,Emma pasó semanas investigando.,0,Emma investigó la epidemia en la ciudad durante varias semanas.,17,5,0,0
4,no,SI,0,1,14,27,yes,no,Helena estaba en un campo de fútbol.,0,Helena derribó la barrera en el campo durante el partido.,17,5,0,0
2,no,0,0,0,33,28,yes,no,0,0,Marco imaginó a la amiga en la playa durante dos minutos.,17,0,0,0
3,no,0,0,0,30,29,yes,no,0,0,Carlos esperó una profesora en la esquina durante una hora.,17,4,0,0
4,no,SI,0,1,22,30,yes,no,Hubo un asedio en la región.,0,Carla asedió a una contrincante en la región durante bastante tiempo.,17,1,0,0
3,no,0,0,0,10,31,yes,no,0,0,Mateo eliminó a la rehén en el banco en pocos segundos.,17,0,0,0
1,no,0,0,0,42,32,yes,no,0,0,Ismael encontró a la dificultad en la carretera en pocas horas.,17,2,0,0
4,no,SI,0,1,15,33,yes,no,Lucia estaba en un bar.,0,Lucía destrozó la mesa en el bar en diez minutos.,17,5,0,0
0,no,0,0,0,45,34,yes,no,0,0,Gabriela localizó a la bodega en la ciudad en dos minutos.,17,2,0,0
4,no,NO,0,1,1,35,yes,no,Carlos tardó mucho en hacer el asalto.,0,Carlos asaltó a una conductora en el barrio en pocos instantes.,17,1,0,0
0,no,0,0,0,20,36,yes,no,0,0,Claudia maltrató la compañera en la casa durante varios años.,17,3,0,0
0,no,SI,0,1,9,37,yes,no,Había fuego en la plaza.,0,Carlos quemó a la página en la plaza en pocos minutos.,17,2,0,0
1,no,0,0,0,26,38,yes,no,0,0,Juan escuchó la vecina en el balcón durante una noche.,17,3,0,0
3,no,0,0,0,43,39,yes,no,0,0,Sofía conoció a la chica en el colegio en dos días.,17,0,0,0
4,no,0,0,0,21,40,yes,no,0,0,Hugo apaleó a una rebelde en la calle durante varios minutos.,17,1,0,0
3,no,0,0,0,24,41,yes,no,0,0,Coral guió a la turista en el palacio en una hora.,17,0,0,0
2,no,NO,0,1,31,42,yes,no,Miguel tuvo que esperar una semana.,0,Miguel recibió la caja en la casa en un día.,17,5,0,0
1,no,SI,0,1,8,43,yes,no,Helena estaba en el patio.,0,Helena colgó a la fotografía en el patio en cinco minutos.,17,2,0,0
4,no,0,0,0,23,44,yes,no,0,0,Daniel remolcó a una enferma en la calle durante algunos minutos.,17,1,0,0
2,no,0,0,0,49,45,yes,no,0,0,Alba mencionó la ciudad en el teatro tras varios minutos.,17,5,0,0
4,no,0,0,0,17,46,yes,no,0,0,Luis zarandeó a la mujer en la casa durante algunos minutos.,17,0,0,0
4,no,SI,0,1,39,47,yes,no,Valeria fue a un concierto.,0,Valeria admiró a la cantante en el teatro durante el concierto.,17,0,0,0
4,no,0,0,0,36,48,yes,no,0,0,Irene oyó a la niña en la sala durante una noche.,17,0,0,0
4,no,NO,0,1,12,49,yes,no,El combate duró varias horas.,0,Paula abatió a una contrincante en el ring en pocos minutos.,17,1,0,0
4,yes,NO,0,1,12,0,yes,no,El combate duró varias horas.,0,Lo que Claudia hizo a la compañera fue maltratarla.,17,6,0,0
4,yes,NO,0,1,12,1,yes,no,El combate duró varias horas.,0,Lo que Martina hizo a la anciana fue atropellarla.,17,6,0,0
4,yes,NO,0,1,12,2,yes,no,El combate duró varias horas.,0,Lo que Helena hizo a la futbolista fue derribarla.,17,6,0,0
3,yes,NO,0,1,12,3,yes,no,El combate duró varias horas.,0,Lo que Alfonso hizo a la granjera fue mirarla.,17,6,0,0
2,yes,NO,0,1,12,4,yes,no,El combate duró varias horas.,0,Lo que Alba hizo a la actriz fue mencionarla.,17,6,0,0
4,yes,NO,0,1,12,5,yes,no,El combate duró varias horas.,0,Lo que Carlos hizo a la bruja fue quemarla.,17,6,0,0
1,yes,NO,0,1,12,6,yes,no,El combate duró varias horas.,0,Lo que Alejandro hizo a la agresora fue identificarla.,17,6,0,0
1,yes,NO,0,1,12,7,yes,no,El combate duró varias horas.,0,Lo que Carmen hizo a la vendedora fue odiarla.,17,6,0,0
4,yes,NO,0,1,12,8,yes,no,El combate duró varias horas.,0,Lo que Valeria hizo a la criminal fue neutralizarla.,17,6,0,0
3,yes,NO,0,1,12,9,yes,no,El combate duró varias horas.,0,Lo que Samuel hizo a la infiltrada fue descubrirla.,17,6,0,0
4,yes,NO,0,1,12,10,yes,no,El combate duró varias horas.,0,Lo que Helena hizo a la criminal fue colgarla.,17,6,0,0
0,yes,NO,0,1,12,11,yes,no,El combate duró varias horas.,0,Lo que Ismael hizo a la conocida fue encontrarla.,17,6,0,0
4,yes,NO,0,1,12,12,yes,no,El combate duró varias horas.,0,Lo que Felipe hizo a la cantante fue anunciarla.,17,6,0,0
0,yes,NO,0,1,12,13,yes,no,El combate duró varias horas.,0,Lo que Irene hizo a la niña fue oírla.,17,6,0,0
4,yes,NO,0,1,12,14,yes,no,El combate duró varias horas.,0,Lo que Tomás hizo a la vieja fue empujarla.,17,6,0,0
4,yes,NO,0,1,12,15,yes,no,El combate duró varias horas.,0,Lo que Marta hizo a la aspirante fue descartarla.,17,6,0,0
4,yes,NO,0,1,12,16,yes,no,El combate duró varias horas.,0,Lo que Lucía hizo a la oponente fue destrozarla.,17,6,0,0
4,yes,NO,0,1,12,17,yes,no,El combate duró varias horas.,0,Lo que Mateo hizo a la rehén fue eliminarla.,17,6,0,0
4,yes,NO,0,1,12,18,yes,no,El combate duró varias horas.,0,Lo que Maria hizo a la mochilera fue transportarla.,17,6,0,0
1,yes,NO,0,1,12,19,yes,no,El combate duró varias horas.,0,Lo que Juan hizo a la vecina fue escucharla.,17,6,0,0
0,no,NO,E,1,100,0,no,yes,Llegaron a la universidad cuando ya estaba cerrada.,"[1.674760103225708, 1.0562241077423096, 0.9191603660583496, 0.7963137626647949, 0.6311380863189697, 0.6725289821624756, 0.6372718811035156, 0.6674962043762207, 0.723487377166748, 1.070082664489746]",Los estudiantes llegaron a la universidad antes de que cerrara.,18,1,0,1
0,no,0,0,0,100,1,no,yes,0,"[2.1322531700134277, 1.0009894371032715, 0.8103187084197998, 0.4214589595794678, 0.692673921585083, 0.43526363372802734, 0.3525824546813965, 0.41976237297058105, 0.3579890727996826, 0.48764801025390625]",La conferencia empezará con puntualidad a las diez y media.,18,1,0,1
0,no,0,0,0,100,2,no,yes,0,"[2.808771848678589, 0.765186071395874, 0.6128847599029541, 0.5641968250274658, 0.5482823848724365, 0.5907900333404541, 0.43085527420043945, 0.358412504196167, 0.4549601078033447, 0.9524214267730713]",El ladrón escapó a toda prisa por la puerta trasera.,18,1,0,1
0,no,0,0,0,100,3,no,yes,0,"[2.6818606853485107, 0.8756721019744873, 0.5183484554290771, 0.3769686222076416, 0.6025431156158447, 0.8291604518890381, 0.38355112075805664, 0.36623167991638184, 0.43380308151245117]",Los niños corrieron a la plaza con sus amigos.,18,1,0,1
0,no,0,0,0,23,0,no,no,0,"[0.807398796081543, 1.0971426963806152, 0.4616711139678955, 0.4190254211425781, 1.6996886730194092, 0.3476734161376953, 0.9909179210662842, 0.4782276153564453, 0.6299288272857666, 2.09647798538208]",Daniel remolcó una enferma en la calle durante algunos minutos.,18,4,0,1
0,no,0,0,0,100,1,no,no,0,"[1.2583279609680176, 0.6207342147827148, 0.6364305019378662, 0.47151708602905273, 0.8197743892669678, 0.38514137268066406, 0.3560640811920166, 0.6116862297058105, 0.4008605480194092, 0.3349916934967041, 0.6092369556427002]",El técnico reparó el ordenador a un cliente en la tienda.,18,0,0,1
0,no,0,0,0,101,2,no,no,0,"[1.031254768371582, 0.4634242057800293, 0.9402217864990234, 0.6442086696624756, 1.9675767421722412, 0.39293479919433594, 0.45824265480041504, 0.36218905448913574, 0.4787278175354004, 0.5076310634613037]",Mi primo viaja sola por Europa durante el verano próximo.,18,2,0,1
0,no,NO,E,1,100,3,no,no,Andrés contó una historia,"[0.6364920139312744, 0.5521183013916016, 0.46371960639953613, 0.6460175514221191, 0.44854736328125, 0.4177255630493164, 0.46253061294555664, 1.0203630924224854, 0.8596312999725342, 0.8095450401306152]",Andrés cantó una canción a su hija antes de acostarla.,18,0,0,1
0,no,NO,E,1,100,4,no,no,El autobus llegó puntual.,"[0.6187450885772705, 0.7708184719085693, 0.5162613391876221, 0.4628784656524658, 0.561840295791626, 0.5203359127044678, 0.4496026039123535, 0.5659914016723633, 1.4618661403656006, 0.15659832954406738, 0.20581746101379395]",El autobús llegó con retraso a la parada equivocada del centro.,18,1,0,1
0,no,NO,E,1,2,5,no,no,La acción tuvo lugar en el parque.,"[0.9257936477661133, 0.6665632724761963, 0.5073959827423096, 0.4074678421020508, 0.7375423908233643, 0.3938779830932617, 0.3365287780761719, 2.232858896255493, 0.31418824195861816, 0.3192746639251709, 1.0298967361450195]",Simón pateó a la pelota en la cancha en un instante.,18,2,0,1
0,no,SI,A,1,32,6,no,no,Martin estaba en el hospital.,"[0.7283589839935303, 1.000711441040039, 0.8535199165344238, 0.4605104923248291, 4.067381858825684, 0.4342381954193115, 0.5152661800384521, 1.5815815925598145, 0.5681328773498535, 3.1272549629211426, 0.48435497283935547]",Martín buscó a la médica en el hospital durante dos horas.,18,0,0,1
0,no,0,0,0,21,7,no,no,0,"[0.7219138145446777, 1.4690322875976562, 0.3922996520996094, 0.36035895347595215, 2.28064227104187, 0.4692955017089844, 0.42668938636779785, 1.697488784790039, 0.30466580390930176, 1.4809882640838623, 0.4182281494140625]",Hugo apaleó a la rebelde en la calle durante varios minutos.,18,0,0,1
0,no,SI,A,1,100,8,no,no,Laura se fue a Inglaterra.,"[0.7346706390380859, 1.1508710384368896, 0.8489279747009277, 0.6065213680267334, 1.068222999572754, 1.039616584777832, 1.5499904155731201, 1.2386510372161865, 0.5836293697357178, 0.3505268096923828]",Laura se fue de vacaciones a Londres la semana pasada.,18,1,0,1
0,no,0,0,0,44,9,no,no,0,"[2.4890356063842773, 0.38668060302734375, 0.44623279571533203, 1.3826162815093994, 0.39107680320739746, 0.32918238639831543, 0.9843249320983887, 0.35169100761413574, 0.5546896457672119, 2.269031524658203]",Martín detectó la intrusa en el hospital en dos minutos.,18,3,0,1
0,no,SI,A,1,100,10,no,no,Ana estaba en la biblioteca.,"[0.5708200931549072, 1.4014606475830078, 0.42397499084472656, 0.4571371078491211, 1.1317684650421143, 0.2674746513366699, 0.901073694229126, 0.5234405994415283, 0.9169538021087646, 0.7618732452392578]",Nos encontramos con Ana después de clase en la biblioteca.,18,2,0,1
0,no,NO,E,1,100,11,no,no,El niño juega solo en el parque.,"[0.5292894840240479, 0.49692225456237793, 2.3404712677001953, 0.3417329788208008, 0.4254775047302246, 4.469709396362305, 0.3914332389831543, 0.3379194736480713, 0.5810024738311768, 0.4377152919769287]",El niño juega en el parque con su mejor amigo.,18,2,0,1
0,no,NO,E,1,100,12,no,no,Lucía y su compañero estaban en el salón.,"[0.7861552238464355, 0.3505115509033203, 0.45214319229125977, 0.6515352725982666, 0.2982316017150879, 0.3464381694793701, 0.9426515102386475, 0.26410651206970215, 0.33026885986328125, 0.636897087097168]",Lucía ofreció un café a su compañero en la cocina.,18,0,0,1
0,no,SI,A,1,37,13,no,no,Isabel miraba por la ventana.,"[0.5907597541809082, 0.2811596393585205, 1.700972080230713, 1.1261944770812988, 0.29395246505737305, 0.5502297878265381, 1.0670859813690186, 1.498661756515503, 0.30475425720214844, 1.2911860942840576]",Isabel vió la tormenta desde su ventana durante una mañana.,18,5,0,1
0,no,0,0,0,101,14,no,no,0,"[0.9881453514099121, 0.3213667869567871, 0.7031576633453369, 0.991762638092041, 0.35622382164001465, 0.32382678985595703, 2.2406880855560303, 0.5684239864349365, 0.47131919860839844, 3.5982208251953125]",Sara contó la historia a sus hijo antes de dormir.,18,0,0,1
0,no,NO,E,1,12,15,no,no,El combate duró varias horas.,"[0.5743403434753418, 0.9005377292633057, 0.353013277053833, 0.3361475467681885, 1.9810574054718018, 0.37556004524230957, 0.7876968383789062, 1.0605525970458984, 0.3352961540222168, 0.5834369659423828, 1.4783031940460205]",Paula abatió a la contrincante en el ring en pocos minutos.,18,0,0,1
0,no,0,0,0,29,16,no,no,0,"[0.6959855556488037, 0.6150386333465576, 0.606856107711792, 0.8412642478942871, 0.835228443145752, 0.39428067207336426, 0.3123016357421875, 1.0303704738616943, 0.41974854469299316, 0.5408520698547363, 1.2976186275482178]",Alfonso miró a la estrella en la colina durante dos horas.,18,2,0,1
0,no,0,0,0,26,17,no,no,0,"[1.0148828029632568, 0.7427237033843994, 1.3570971488952637, 0.3645339012145996, 0.9615941047668457, 0.28852128982543945, 0.32831668853759766, 1.4036195278167725, 2.930314064025879, 0.3054633140563965, 0.6784508228302002]",Juan escuchó a una vecina en el balcón durante una noche.,18,1,0,1
0,no,0,0,0,101,18,no,no,0,"[0.7957677841186523, 0.5941190719604492, 0.7447643280029297, 1.1211357116699219, 0.913602352142334, 0.3243751525878906, 0.3279225826263428, 0.9115397930145264, 0.7477786540985107]",Marta baila salsa con entusiasmo en las fiesta grandes.,18,2,0,1
0,no,0,0,0,100,19,no,no,0,"[0.9081084728240967, 0.7451217174530029, 0.24768471717834473, 1.2337822914123535, 0.2191791534423828, 0.8262059688568115, 0.9319074153900146, 2.2641658782958984, 0.6061160564422607, 0.5200340747833252]",Rosa recomendó un libro a su colega durante el almuerzo.,18,0,0,1
0,no,0,0,0,100,20,no,no,0,"[0.5613048076629639, 0.6660528182983398, 0.3660259246826172, 0.41664886474609375, 1.3757402896881104, 0.3449747562408447, 0.34253716468811035, 1.0846953392028809, 0.26227569580078125, 1.1646928787231445, 0.9948339462280273]",Mi hermano vendió su coche a un amigo de la universidad.,18,0,0,1
0,no,0,0,0,100,21,no,no,0,"[0.860443115234375, 0.6944408416748047, 0.41852259635925293, 1.5321569442749023, 0.24253487586975098, 0.47842931747436523, 1.0107476711273193, 0.20222091674804688, 0.4049670696258545, 1.2627570629119873]",Isabel enseñó la receta a su prima en la cocina.,18,0,0,1
0,no,0,0,0,11,22,no,no,0,"[1.0220448970794678, 0.755347728729248, 0.32513928413391113, 0.5904133319854736, 0.27112436294555664, 0.3141446113586426, 2.6587741374969482, 0.2987558841705322, 0.29923582077026367, 0.8074760437011719]",Valeria neutralizó una criminal en la frontera en cinco minutos.,18,4,0,1
0,no,0,0,0,19,23,no,no,0,"[0.3575019836425781, 1.1216392517089844, 0.21393489837646484, 0.9283912181854248, 0.15802860260009766, 0.35738492012023926, 0.8427188396453857, 0.18220162391662598, 1.0889027118682861, 0.6403424739837646]",Lucas arrastró la víctima en la calle por un tiempo.,18,3,0,1
0,no,0,0,0,101,24,no,no,0,"[0.6261615753173828, 0.3900468349456787, 0.5121526718139648, 0.2691032886505127, 1.9477827548980713, 0.9907159805297852, 0.508333683013916, 0.35486745834350586, 0.4383561611175537]",Me gusta caminar la ciudad cuando hace buen tiempo.,18,2,0,1
0,no,NO,A,1,101,25,no,no,Luis envió un paquete a su hermano.,"[0.5936462879180908, 0.33359622955322266, 1.3905036449432373, 1.3864648342132568, 0.45043253898620605, 0.33290886878967285, 0.5282766819000244, 0.3774755001068115, 0.6186320781707764]",Luis envíe un paquete a su primo en Alemania.,18,0,0,1
0,no,0,0,0,100,26,no,no,0,"[0.646681547164917, 1.0914080142974854, 0.8248693943023682, 0.6533703804016113, 1.3659579753875732, 0.4219667911529541, 0.5548851490020752, 0.8730118274688721, 0.6257565021514893, 0.7467925548553467]",Vamos caminando todos los días a pie hasta el colegio.,18,1,0,1
0,no,NO,E,1,46,27,no,no,Alejandro estaba en el centro comercial.,"[1.0195271968841553, 0.6661145687103271, 0.5896267890930176, 0.9530723094940186, 0.644334077835083, 0.6202771663665771, 1.1243045330047607, 0.6143693923950195, 0.5921287536621094, 1.0525248050689697]",Alejandro identificó la agresora en el aeropuerto en dos horas.,18,3,0,1
0,no,SI,A,1,100,28,no,no,Ana escribió la carta desde la playa.,"[0.6240980625152588, 0.5379834175109863, 0.7586154937744141, 0.6137566566467285, 0.603318452835083, 0.5059232711791992, 0.42319345474243164, 0.7707326412200928, 0.5722830295562744, 1.114168405532837]",Ana escribió una carta a su abuela desde la playa.,18,0,0,1
0,no,0,0,0,100,29,no,no,0,"[0.5129013061523438, 0.7013001441955566, 0.542708158493042, 0.5204315185546875, 0.5715916156768799, 0.5015554428100586, 0.44414782524108887, 0.4828166961669922, 0.878664493560791]",Carlos estornudó fuerte en medio de la reunión ayer.,18,2,0,1
0,no,NO,E,1,31,30,no,no,Miguel tuvo que esperar una semana.,"[0.572716236114502, 0.5077147483825684, 0.5044388771057129, 0.9036238193511963, 0.41266465187072754, 0.6036736965179443, 0.5002543926239014, 0.6375088691711426, 0.4079132080078125, 0.43579649925231934]",Miguel recibió la invitada en la casa en un día.,18,3,0,1
0,no,NO,E,1,100,31,no,no,El coche era azul.,"[0.5795042514801025, 0.6076326370239258, 0.6171526908874512, 0.5497875213623047, 0.6555931568145752, 0.5791504383087158, 0.5403749942779541, 0.505328893661499, 0.4428126811981201, 0.5666954517364502]",El coche rojo aparcó frente a la casa de Marta.,18,2,0,1
0,no,0,0,0,101,32,no,no,0,"[0.4980044364929199, 0.48426246643066406, 2.8744564056396484, 0.4584801197052002, 0.427992582321167, 0.3828859329223633, 0.469041109085083, 0.42069435119628906, 0.389218807220459, 0.6716957092285156]",El perro ladran fuerte cada vez que pasa un coche.,18,2,0,1
0,no,NO,E,1,101,33,no,no,El profesor y los alumnos estaban fuera del aula.,"[1.0219213962554932, 0.54158616065979, 1.2974236011505127, 0.7863011360168457, 0.7297585010528564, 1.0092523097991943, 1.0976176261901855, 0.9662613868713379, 3.9941351413726807]",El profesor explicó la lección los alumnos en clase.,18,0,0,1
0,no,SI,A,1,101,34,no,no,El bebé sonrió a su madre.,"[0.7007138729095459, 0.6409354209899902, 1.8034255504608154, 0.8220915794372559, 0.9414498805999756, 0.5902712345123291, 0.602797269821167, 0.5995347499847412, 0.6009678840637207, 1.4719972610473633]",El bebé sonreí dulcemente a su madre desde la cuna.,18,1,0,1
0,no,0,0,0,13,35,no,no,0,"[0.5184023380279541, 0.6252608299255371, 0.8047654628753662, 0.43107128143310547, 0.831775426864624, 0.5905330181121826, 0.5282998085021973, 2.087398052215576, 0.4271278381347656, 1.238208532333374, 0.46852684020996094]",Martina atropelló a una anciana en el aparcamiento en pocos minutos.,18,1,0,1
0,no,0,0,0,4,36,no,no,0,"[0.5820214748382568, 0.7799530029296875, 0.5559511184692383, 0.5314810276031494, 0.8232097625732422, 0.4942033290863037, 0.4148988723754883, 0.5457513332366943, 0.6034760475158691, 0.6389143466949463, 1.2562053203582764]",Jorge arrolló a la valla en la calle en un segundo.,18,2,0,1
