acceptability,id,type,live_row,sentence,subject_nr,catalan,latin,animate,indefinite,affected,DOM
3,15,5,49,Lucía destrozó la mesa en el bar en diez minutos.,21,0,0,0,0,1,0
4,13,2,0,Martina atropelló a la carreta en el aparcamiento en pocos minutos.,22,1,0,0,0,1,1
4,29,0,1,Alfonso miró a la granjera en la colina durante dos horas.,22,1,0,1,0,0,1
3,31,3,2,Miguel recibió la invitada en la casa en un día.,22,1,0,1,0,0,0
4,35,5,3,Carlos vigiló la operación en la habitación durante unas horas.,22,1,0,0,0,0,0
4,46,5,4,Alejandro identificó la amenaza en el aeropuerto en dos horas.,22,1,0,0,0,0,0
2,37,3,5,Isabel vió la estudiante desde su ventana durante una mañana.,22,1,0,1,0,0,0
4,49,5,6,Alba mencionó la ciudad en el teatro tras varios minutos.,22,1,0,0,0,0,0
2,2,2,7,Simón pateó a la pelota en la cancha en un instante.,22,1,0,0,0,1,1
4,15,5,8,Lucía destrozó la mesa en el bar en diez minutos.,22,1,0,0,0,1,0
4,12,5,9,Paula abatió la resistencia en el ring en pocos minutos.,22,1,0,0,0,1,0
4,1,0,10,Carlos asaltó a la conductora en el barrio en pocos instantes.,22,1,0,1,0,1,1
2,26,1,11,Juan escuchó a una vecina en el balcón durante una noche.,22,1,0,1,1,0,1
4,17,2,12,Luis zarandeó a la muñeca en la casa durante algunos minutos.,22,1,0,0,0,1,1
4,14,3,13,Helena derribó la futbolista en el campo durante el partido.,22,1,0,1,0,1,0
4,7,4,14,Tomás empujó una vieja a la puerta en pocos segundos.,22,1,0,1,1,1,0
4,34,3,15,Carmen odió la vendedora en el cine durante la película.,22,1,0,1,0,0,0
4,16,1,16,Valentina venció a una adversaria en la guerra en dos años.,22,1,0,1,1,1,1
4,19,1,17,Lucas arrastró a una víctima en la calle por un tiempo.,22,1,0,1,1,1,1
4,30,1,18,Carlos esperó a una profesora en la esquina durante una hora.,22,1,0,1,1,0,1
4,21,3,19,Hugo apaleó la rebelde en la calle durante varios minutos.,22,1,0,1,0,1,0
4,3,4,20,Pablo secuestró una turista en el aeropuerto durante una hora.,22,1,0,1,1,1,0
4,10,5,21,Mateo eliminó la carpeta en el banco en pocos segundos.,22,1,0,0,0,1,0
3,5,3,22,Manuel abrazó la señora en el parque en pocos instantes.,22,1,0,1,0,1,0
3,47,4,23,Marta descartó una aspirante en la selección en un día.,22,1,0,1,1,0,0
4,32,0,24,Martín buscó a la médica en el hospital durante dos horas.,22,1,0,1,0,0,1
4,45,1,25,Gabriela localizó a una amiga en la ciudad en dos minutos.,22,1,0,1,1,0,1
2,36,0,26,Irene oyó a la niña en la sala durante una noche.,22,1,0,1,0,0,1
2,28,4,27,Anna comprendió una maestra en la escuela en dos minutos.,22,1,0,1,1,0,0
4,22,5,28,Carla asedió la ciudad en la región durante bastante tiempo.,22,1,0,0,0,1,0
4,11,4,29,Valeria neutralizó una criminal en la frontera en cinco minutos.,22,1,0,1,1,1,0
2,42,2,30,Ismael encontró a la dificultad en la carretera en pocas horas.,22,1,0,0,0,0,1
4,27,1,31,Felipe anunció a una cantante en el escenario en cinco minutos.,22,1,0,1,1,0,1
2,18,2,32,María transportó a la guitarra en la furgoneta durante un día.,22,1,0,0,0,1,1
3,39,2,33,Valeria admiró a la escenografía en el teatro durante el concierto.,22,1,0,0,0,0,1
4,9,1,34,Carlos quemó a una bruja en la plaza en pocos minutos.,22,1,0,1,1,1,1
4,48,0,35,Samuel descubrió a la infiltrada en el museo en pocas horas.,22,1,0,1,0,0,1
3,43,3,36,Sofía conoció la chica en el colegio en dos días.,22,1,0,1,0,0,0
4,38,4,37,Unai amó una jovencita en su pueblo durante varios años.,22,1,0,1,1,0,0
4,33,0,38,Marco imaginó a la amiga en la playa durante dos minutos.,22,1,0,1,0,0,1
2,41,3,39,Emma investigó la empresaria en la ciudad durante varias semanas.,22,1,0,1,0,0,0
4,6,5,40,Francisco besó la cruz en la iglesia durante unos segundos.,22,1,0,0,0,1,0
2,4,2,41,Jorge arrolló a la valla en la calle en un segundo.,22,1,0,0,0,1,1
1,20,4,42,Claudia maltrató una compañera en la casa durante varios años.,22,1,0,1,1,1,0
2,24,1,43,Coral guió a una turista en el palacio en una hora.,22,1,0,1,1,1,1
3,25,2,44,Pedro observó a la planta en la oficina durante una hora.,22,1,0,0,0,0,1
4,0,0,45,Juan golpeó a la actriz en la calle en diez segundos.,22,1,0,1,0,1,1
4,40,5,46,Adrián percibió la sombra detrás de él durante algunos minutos.,22,1,0,0,0,0,0
4,44,0,47,Martín detectó a la intrusa en el hospital en dos minutos.,22,1,0,1,0,0,1
4,8,0,48,Helena colgó a la criminal en el patio en cinco minutos.,22,1,0,1,0,1,1
4,23,4,49,Daniel remolcó una enferma en la calle durante algunos minutos.,22,1,0,1,1,1,0
4,40,0,0,Adrián percibió a la mujer detrás de él durante algunos minutos.,23,0,0,1,0,0,1
2,7,5,1,Tomás empujó la silla a la puerta en pocos segundos.,23,0,0,0,0,1,0
1,41,4,2,Emma investigó una empresaria en la ciudad durante varias semanas.,23,0,0,1,1,0,0
1,42,4,3,Ismael encontró una conocida en la carretera en pocas horas.,23,0,0,1,1,0,0
4,35,0,4,Carlos vigiló a la niña en la habitación durante unas horas.,23,0,0,1,0,0,1
1,8,4,5,Helena colgó una criminal en el patio en cinco minutos.,23,0,0,1,1,1,0
1,23,0,6,Daniel remolcó a la enferma en la calle durante algunos minutos.,23,0,0,1,0,1,1
4,25,0,7,Pedro observó a la secretaria en la oficina durante una hora.,23,0,0,1,0,0,1
4,26,5,8,Juan escuchó la alarma en el balcón durante una noche.,23,0,0,0,0,0,0
0,28,4,9,Anna comprendió una maestra en la escuela en dos minutos.,23,0,0,1,1,0,0
0,32,1,10,Martín buscó a una médica en el hospital durante dos horas.,23,0,0,1,1,0,1
4,15,5,11,Lucía destrozó la mesa en el bar en diez minutos.,23,0,0,0,0,1,0
2,20,0,12,Claudia maltrató a la compañera en la casa durante varios años.,23,0,0,1,0,1,1
1,6,3,13,Francisco besó la novia en la iglesia durante unos segundos.,23,0,0,1,0,1,0
1,47,3,14,Marta descartó la aspirante en la selección en un día.,23,0,0,1,0,0,0
0,29,4,15,Alfonso miró una granjera en la colina durante dos horas.,23,0,0,1,1,0,0
0,44,2,16,Martín detectó a la enfermedad en el hospital en dos minutos.,23,0,0,0,0,0,1
0,4,3,17,Jorge arrolló la ciclista en la calle en un segundo.,23,0,0,1,0,1,0
0,12,3,18,Paula abatió la contrincante en el ring en pocos minutos.,23,0,0,1,0,1,0
3,34,0,19,Carmen odió a la vendedora en el cine durante la película.,23,0,0,1,0,0,1
4,1,0,20,Carlos asaltó a la conductora en el barrio en pocos instantes.,23,0,0,1,0,1,1
4,33,5,21,Marco imaginó la fiesta en la playa durante dos minutos.,23,0,0,0,0,0,0
4,17,1,22,Luis zarandeó a una mujer en la casa durante algunos minutos.,23,0,0,1,1,1,1
4,22,0,23,Carla asedió a la contrincante en la región durante bastante tiempo.,23,0,0,1,0,1,1
0,43,3,24,Sofía conoció la chica en el colegio en dos días.,23,0,0,1,0,0,0
3,21,5,25,Hugo apaleó la muñeca en la calle durante varios minutos.,23,0,0,0,0,1,0
0,36,2,26,Irene oyó a la discusión en la sala durante una noche.,23,0,0,0,0,0,1
4,27,5,27,Felipe anunció la actuación en el escenario en cinco minutos.,23,0,0,0,0,0,0
0,2,4,28,Simón pateó una jugadora en la cancha en un instante.,23,0,0,1,1,1,0
4,31,1,29,Miguel recibió a una invitada en la casa en un día.,23,0,0,1,1,0,1
0,39,3,30,Valeria admiró la cantante en el teatro durante el concierto.,23,0,0,1,0,0,0
0,0,4,31,Juan golpeó una actriz en la calle en diez segundos.,23,0,0,1,1,1,0
4,30,1,32,Carlos esperó a una profesora en la esquina durante una hora.,23,0,0,1,1,0,1
4,16,1,33,Valentina venció a una adversaria en la guerra en dos años.,23,0,0,1,1,1,1
4,13,5,34,Martina atropelló la carreta en el aparcamiento en pocos minutos.,23,0,0,0,0,1,0
4,10,1,35,Mateo eliminó a una rehén en el banco en pocos segundos.,23,0,0,1,1,1,1
1,48,2,36,Samuel descubrió a la tabla en el museo en pocas horas.,23,0,0,0,0,0,1
0,19,4,37,Lucas arrastró una víctima en la calle por un tiempo.,23,0,0,1,1,1,0
1,14,2,38,Helena derribó a la barrera en el campo durante el partido.,23,0,0,0,0,1,1
0,46,3,39,Alejandro identificó la agresora en el aeropuerto en dos horas.,23,0,0,1,0,0,0
1,3,2,40,Pablo secuestró a la camioneta en el aeropuerto durante una hora.,23,0,0,0,0,1,1
4,5,1,41,Manuel abrazó a una señora en el parque en pocos instantes.,23,0,0,1,1,1,1
4,18,1,42,María transportó a una mochilera en la furgoneta durante un día.,23,0,0,1,1,1,1
4,9,0,43,Carlos quemó a la bruja en la plaza en pocos minutos.,23,0,0,1,0,1,1
3,49,2,44,Alba mencionó a la ciudad en el teatro tras varios minutos.,23,0,0,0,0,0,1
0,24,5,45,Coral guió la decisión en el palacio en una hora.,23,0,0,0,0,1,0
0,37,2,46,Isabel vió a la tormenta desde su ventana durante una mañana.,23,0,0,0,0,0,1
1,38,3,47,Unai amó la jovencita en su pueblo durante varios años.,23,0,0,1,0,0,0
4,11,5,48,Valeria neutralizó la bomba en la frontera en cinco minutos.,23,0,0,0,0,1,0
1,45,2,49,Gabriela localizó a la bodega en la ciudad en dos minutos.,23,0,0,0,0,0,1
2,41,0,0,Emma investigó a la empresaria en la ciudad durante varias semanas.,24,1,0,1,0,0,1
1,24,3,1,Coral guió la turista en el palacio en una hora.,24,1,0,1,0,1,0
4,14,1,2,Helena derribó a una futbolista en el campo durante el partido.,24,1,0,1,1,1,1
4,9,1,3,Carlos quemó a una bruja en la plaza en pocos minutos.,24,1,0,1,1,1,1
1,37,0,4,Isabel vió a la estudiante desde su ventana durante una mañana.,24,1,0,1,0,0,1
1,42,4,5,Ismael encontró una conocida en la carretera en pocas horas.,24,1,0,1,1,0,0
1,25,2,6,Pedro observó a la planta en la oficina durante una hora.,24,1,0,0,0,0,1
2,31,3,7,Miguel recibió la invitada en la casa en un día.,24,1,0,1,0,0,0
2,40,4,8,Adrián percibió una mujer detrás de él durante algunos minutos.,24,1,0,1,1,0,0
4,21,1,9,Hugo apaleó a una rebelde en la calle durante varios minutos.,24,1,0,1,1,1,1
1,1,1,10,Carlos asaltó a una conductora en el barrio en pocos instantes.,24,1,0,1,1,1,1
2,39,1,11,Valeria admiró a una cantante en el teatro durante el concierto.,24,1,0,1,1,0,1
2,8,0,12,Helena colgó a la criminal en el patio en cinco minutos.,24,1,0,1,0,1,1
3,18,2,13,María transportó a la guitarra en la furgoneta durante un día.,24,1,0,0,0,1,1
4,12,2,14,Paula abatió a la resistencia en el ring en pocos minutos.,24,1,0,0,0,1,1
3,6,1,15,Francisco besó a una novia en la iglesia durante unos segundos.,24,1,0,1,1,1,1
3,29,3,16,Alfonso miró la granjera en la colina durante dos horas.,24,1,0,1,0,0,0
2,35,2,17,Carlos vigiló a la operación en la habitación durante unas horas.,24,1,0,0,0,0,1
1,30,5,18,Carlos esperó la furgoneta en la esquina durante una hora.,24,1,0,0,0,0,0
3,38,0,19,Unai amó a la jovencita en su pueblo durante varios años.,24,1,0,1,0,0,1
0,0,5,20,Juan golpeó la piedra en la calle en diez segundos.,24,1,0,0,0,1,0
0,4,5,21,Jorge arrolló la valla en la calle en un segundo.,24,1,0,0,0,1,0
0,5,1,22,Manuel abrazó a una señora en el parque en pocos instantes.,24,1,0,1,1,1,1
3,46,0,23,Alejandro identificó a la agresora en el aeropuerto en dos horas.,24,1,0,1,0,0,1
3,33,5,24,Marco imaginó la fiesta en la playa durante dos minutos.,24,1,0,0,0,0,0
1,48,5,25,Samuel descubrió la tabla en el museo en pocas horas.,24,1,0,0,0,0,0
0,13,2,26,Martina atropelló a la carreta en el aparcamiento en pocos minutos.,24,1,0,0,0,1,1
1,36,4,27,Irene oyó una niña en la sala durante una noche.,24,1,0,1,1,0,0
1,19,4,28,Lucas arrastró una víctima en la calle por un tiempo.,24,1,0,1,1,1,0
0,20,3,29,Claudia maltrató la compañera en la casa durante varios años.,24,1,0,1,0,1,0
3,44,4,30,Martín detectó una intrusa en el hospital en dos minutos.,24,1,0,1,1,0,0
0,22,0,31,Carla asedió a la contrincante en la región durante bastante tiempo.,24,1,0,1,0,1,1
3,10,0,32,Mateo eliminó a la rehén en el banco en pocos segundos.,24,1,0,1,0,1,1
1,23,3,33,Daniel remolcó la enferma en la calle durante algunos minutos.,24,1,0,1,0,1,0
2,27,3,34,Felipe anunció la cantante en el escenario en cinco minutos.,24,1,0,1,0,0,0
2,34,0,35,Carmen odió a la vendedora en el cine durante la película.,24,1,0,1,0,0,1
2,49,2,36,Alba mencionó a la ciudad en el teatro tras varios minutos.,24,1,0,0,0,0,1
3,16,5,37,Valentina venció la resistencia en la guerra en dos años.,24,1,0,0,0,1,0
3,11,2,38,Valeria neutralizó a la bomba en la frontera en cinco minutos.,24,1,0,0,0,1,1
3,45,5,39,Gabriela localizó la bodega en la ciudad en dos minutos.,24,1,0,0,0,0,0
0,2,3,40,Simón pateó la jugadora en la cancha en un instante.,24,1,0,1,0,1,0
3,15,3,41,Lucía destrozó la oponente en el bar en diez minutos.,24,1,0,1,0,1,0
0,28,4,42,Anna comprendió una maestra en la escuela en dos minutos.,24,1,0,1,1,0,0
3,47,1,43,Marta descartó a una aspirante en la selección en un día.,24,1,0,1,1,0,1
3,26,4,44,Juan escuchó una vecina en el balcón durante una noche.,24,1,0,1,1,0,0
0,43,2,45,Sofía conoció a la verdad en el colegio en dos días.,24,1,0,0,0,0,1
2,32,4,46,Martín buscó una médica en el hospital durante dos horas.,24,1,0,1,1,0,0
0,7,5,47,Tomás empujó la silla a la puerta en pocos segundos.,24,1,0,0,0,1,0
2,3,0,48,Pablo secuestró a la turista en el aeropuerto durante una hora.,24,1,0,1,0,1,1
2,17,5,49,Luis zarandeó la muñeca en la casa durante algunos minutos.,24,1,0,0,0,1,0
2,36,0,0,Irene oyó a la niña en la sala durante una noche.,26,1,0,1,0,0,1
1,22,5,1,Carla asedió la ciudad en la región durante bastante tiempo.,26,1,0,0,0,1,0
3,41,2,2,Emma investigó a la epidemia en la ciudad durante varias semanas.,26,1,0,0,0,0,1
3,48,5,3,Samuel descubrió la tabla en el museo en pocas horas.,26,1,0,0,0,0,0
0,12,5,4,Paula abatió la resistencia en el ring en pocos minutos.,26,1,0,0,0,1,0
0,11,2,5,Valeria neutralizó a la bomba en la frontera en cinco minutos.,26,1,0,0,0,1,1
4,14,1,6,Helena derribó a una futbolista en el campo durante el partido.,26,1,0,1,1,1,1
3,40,5,7,Adrián percibió la sombra detrás de él durante algunos minutos.,26,1,0,0,0,0,0
3,3,0,8,Pablo secuestró a la turista en el aeropuerto durante una hora.,26,1,0,1,0,1,1
0,33,4,9,Marco imaginó una amiga en la playa durante dos minutos.,26,1,0,1,1,0,0
3,26,4,10,Juan escuchó una vecina en el balcón durante una noche.,26,1,0,1,1,0,0
4,15,1,11,Lucía destrozó a una oponente en el bar en diez minutos.,26,1,0,1,1,1,1
0,8,0,12,Helena colgó a la criminal en el patio en cinco minutos.,26,1,0,1,0,1,1
1,24,3,13,Coral guió la turista en el palacio en una hora.,26,1,0,1,0,1,0
0,37,3,14,Isabel vió la estudiante desde su ventana durante una mañana.,26,1,0,1,0,0,0
0,5,2,15,Manuel abrazó a la planta en el parque en pocos instantes.,26,1,0,0,0,1,1
0,18,2,16,María transportó a la guitarra en la furgoneta durante un día.,26,1,0,0,0,1,1
3,43,4,17,Sofía conoció una chica en el colegio en dos días.,26,1,0,1,1,0,0
0,39,3,18,Valeria admiró la cantante en el teatro durante el concierto.,26,1,0,1,0,0,0
1,29,2,19,Alfonso miró a la estrella en la colina durante dos horas.,26,1,0,0,0,0,1
2,19,1,20,Lucas arrastró a una víctima en la calle por un tiempo.,26,1,0,1,1,1,1
2,13,3,21,Martina atropelló la anciana en el aparcamiento en pocos minutos.,26,1,0,1,0,1,0
4,17,0,22,Luis zarandeó a la mujer en la casa durante algunos minutos.,26,1,0,1,0,1,1
4,0,0,23,Juan golpeó a la actriz en la calle en diez segundos.,26,1,0,1,0,1,1
4,30,1,24,Carlos esperó a una profesora en la esquina durante una hora.,26,1,0,1,1,0,1
4,28,3,25,Anna comprendió la maestra en la escuela en dos minutos.,26,1,0,1,0,0,0
0,27,1,26,Felipe anunció a una cantante en el escenario en cinco minutos.,26,1,0,1,1,0,1
4,2,4,27,Simón pateó una jugadora en la cancha en un instante.,26,1,0,1,1,1,0
0,25,4,28,Pedro observó una secretaria en la oficina durante una hora.,26,1,0,1,1,0,0
4,4,4,29,Jorge arrolló una ciclista en la calle en un segundo.,26,1,0,1,1,1,0
0,10,0,30,Mateo eliminó a la rehén en el banco en pocos segundos.,26,1,0,1,0,1,1
0,20,5,31,Claudia maltrató la camiseta en la casa durante varios años.,26,1,0,0,0,1,0
0,47,4,32,Marta descartó una aspirante en la selección en un día.,26,1,0,1,1,0,0
2,1,1,33,Carlos asaltó a una conductora en el barrio en pocos instantes.,26,1,0,1,1,1,1
1,21,5,34,Hugo apaleó la muñeca en la calle durante varios minutos.,26,1,0,0,0,1,0
4,7,3,35,Tomás empujó la vieja a la puerta en pocos segundos.,26,1,0,1,0,1,0
2,49,1,36,Alba mencionó a una actriz en el teatro tras varios minutos.,26,1,0,1,1,0,1
3,9,5,37,Carlos quemó la página en la plaza en pocos minutos.,26,1,0,0,0,1,0
3,34,5,38,Carmen odió la música en el cine durante la película.,26,1,0,0,0,0,0
1,35,0,39,Carlos vigiló a la niña en la habitación durante unas horas.,26,1,0,1,0,0,1
4,45,1,40,Gabriela localizó a una amiga en la ciudad en dos minutos.,26,1,0,1,1,0,1
2,6,2,41,Francisco besó a la cruz en la iglesia durante unos segundos.,26,1,0,0,0,1,1
2,31,5,42,Miguel recibió la caja en la casa en un día.,26,1,0,0,0,0,0
4,23,2,43,Daniel remolcó a la motocicleta en la calle durante algunos minutos.,26,1,0,0,0,1,1
2,46,3,44,Alejandro identificó la agresora en el aeropuerto en dos horas.,26,1,0,1,0,0,0
0,38,3,45,Unai amó la jovencita en su pueblo durante varios años.,26,1,0,1,0,0,0
1,16,0,46,Valentina venció a la adversaria en la guerra en dos años.,26,1,0,1,0,1,1
2,44,2,47,Martín detectó a la enfermedad en el hospital en dos minutos.,26,1,0,0,0,0,1
3,42,0,48,Ismael encontró a la conocida en la carretera en pocas horas.,26,1,0,1,0,0,1
4,32,4,49,Martín buscó una médica en el hospital durante dos horas.,26,1,0,1,1,0,0
